path,commits,insertions,deletions,churn,exists_at_head
openhands/integrations/azure_devops/azure_devops_service.py,2,280,5,285,True
frontend/src/routes/user-settings.tsx,6,253,32,285,True
tests/unit/{test_agent_history.py => test_conversation_window_condenser.py},1,146,139,285,False
openhands/server/github.py,8,207,78,285,False
evaluation/mint/utils.py,4,274,11,285,False
openhands/integrations/bitbucket/service/repos.py,3,273,11,284,True
frontend/src/components/features/settings/mcp-settings/mcp-config-viewer.tsx,3,142,142,284,False
frontend/src/components/modals/load-previous-session/LoadPreviousSessionModal.test.tsx,5,142,142,284,False
enterprise/integrations/gitlab/gitlab_manager.py,4,278,5,283,True
frontend/src/hooks/mutation/use-save-settings.ts,30,174,109,283,True
tests/unit/test_function_calling.py,6,264,19,283,False
openhands/runtime/modal/runtime.py,2,279,4,283,False
frontend/src/components/Browser.tsx,14,163,120,283,False
tests/unit/experiments/test_experiment_manager.py,11,273,9,282,True
docs/i18n/fr/docusaurus-plugin-content-docs/current/usage/how-to/headless-mode.md,30,141,141,282,False
openhands/storage/s3.py,12,210,72,282,True
openhands/runtime/impl/{eventstream/eventstream_runtime.py => docker/docker_runtime.py},1,17,264,281,False
frontend/src/types/core/actions.ts,22,237,43,280,True
docs/usage/how-to/evaluation-harness.mdx,1,0,280,280,False
frontend/__tests__/hooks/query/use-feedback-exists.test.tsx,2,140,140,280,False
frontend/src/mocks/handlers.ws.ts,9,170,110,280,True
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/llms/localLLMs.md,2,140,140,280,False
openhands-cli/pyproject.toml,20,139,139,278,False
frontend/tests/conversation-panel.test.ts,6,139,139,278,False
frontend/__tests__/utils/error-handler.test.ts,3,237,41,278,True
tests/test_fileops.py,13,172,106,278,True
tests/integration/mock/eventstream_runtime/CodeActAgent/test_browse_internet/prompt_002.log,8,139,139,278,False
evaluation/aider_bench/scripts/summarize_results.py,4,174,104,278,False
tests/integration/mock/SWEAgent/test_write_simple_script/prompt_001.log,6,139,139,278,False
frontend/src/components/LoadMessageModal.tsx,3,139,139,278,False
tests/unit/test_forgejo_service.py,2,275,2,277,True
docs/package.json,41,138,138,276,False
tests/unit/resolver/test_pr_title_escaping.py,3,220,56,276,False
enterprise/tests/unit/test_saas_secrets_store.py,4,256,18,274,True
frontend/src/routes/device-verify.tsx,1,274,0,274,True
evaluation/benchmarks/swe_bench/README.md,20,154,120,274,True
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/how-to/cli-mode.md,14,137,137,274,False
docs/i18n/zh-Hans/docusaurus-plugin-content-docs/current/usage/llms/custom-llm-configs.md,3,137,137,274,False
enterprise/integrations/slack/slack_v1_callback_processor.py,1,273,0,273,True
enterprise/tests/unit/test_email_validation_dependency.py,1,272,0,272,True
enterprise/storage/database.py,5,155,117,272,True
enterprise/tests/unit/integrations/test_resolver_context.py,3,269,3,272,True
enterprise/migrations/versions/089_create_org_tables.py,1,272,0,272,True
openhands/server/app.py,32,188,84,272,True
evaluation/benchmarks/lca_ci_build_repair/eval_infer.py,5,255,17,272,True
openhands/core/exceptions.py,15,219,51,270,True
frontend/__tests__/hooks/use-document-title-from-state.test.tsx,2,135,135,270,False
frontend/src/components/v1/chat/event-content-helpers/get-action-content.ts,3,252,18,270,True
.github/workflows/cli-build-binary-and-optionally-release.yml,5,135,135,270,False
docs/README.md,11,135,135,270,False
docs/usage/cloud/project-management/linear-integration.mdx,4,135,135,270,False
openhands/agenthub/codeact_agent/prompts/system_prompt_long_horizon.j2,8,158,112,270,True
tests/unit/test_empty_image_url_fix_v2.py,2,267,3,270,False
openhands/controller/state/task.py,2,22,248,270,False
frontend/src/hooks/useTerminal.ts,8,213,57,270,False
openhands/app_server/event_callback/sql_event_callback_service.py,5,261,8,269,True
enterprise/tests/unit/test_logger.py,1,269,0,269,True
tests/unit/test_view.py,2,268,1,269,False
frontend/__tests__/context/ws-client-provider.test.tsx,10,184,85,269,True
openhands/app_server/app_lifespan/alembic/versions/001.py,1,268,0,268,True
frontend/src/components/features/chat/action-suggestions.tsx,18,89,179,268,False
openhands/runtime/utils/port_lock.py,1,268,0,268,True
frontend/src/components/features/file-explorer/file-explorer.tsx,8,56,212,268,False
enterprise/integrations/jira/jira_payload.py,1,267,0,267,True
openhands/app_server/sandbox/sandbox_service.py,9,246,21,267,True
frontend/src/api/git-service/git-service.api.ts,4,263,3,266,True
enterprise/tests/unit/solvability/test_featurizer.py,1,266,0,266,True
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/llms/llms.md,5,133,133,266,False
frontend/src/context/files.tsx,5,133,133,266,False
frontend/src/components/modals/settings/ModelSelector.test.tsx,3,203,63,266,False
tests/integration/mock/server_runtime/BrowsingAgent/test_browse_internet/prompt_003.log,3,133,133,266,False
openhands/app_server/app_conversation/app_conversation_models.py,14,248,17,265,True
tests/unit/test_standalone_conversation_manager.py,8,231,34,265,False
 evaluation/SWE-bench/notebooks/devin_eval_analysis.ipynb,1,265,0,265,False
openhands-cli/tests/settings/test_default_agent_security_analyzer.py,3,132,132,264,False
docs/i18n/pt-BR/docusaurus-plugin-content-docs/current/usage/how-to/cli-mode.md,15,132,132,264,False
frontend/src/components/{form => shared/modals/settings}/settings-form.tsx,1,65,199,264,False
evaluation/humanevalfix/README.md,7,222,42,264,False
tests/integration/mock/server_runtime/PlannerAgent/test_write_simple_script/prompt_011.log,3,2,262,264,False
tests/integration/mock/PlannerAgent/test_write_simple_script/prompt_011.log,4,262,2,264,False
docs/modules/python/opendevin/server/agent/agent.md,2,132,132,264,False
frontend/__tests__/components/landing-translations.test.tsx,3,241,22,263,True
docs/modules/usage/how-to/custom-sandbox-guide.md,21,127,136,263,False
openhands/integrations/bitbucket/service/base.py,3,255,7,262,True
docs/usage/cloud/project-management/jira-dc-integration.mdx,4,131,131,262,False
enterprise/storage/jira_dc_integration_store.py,1,262,0,262,True
openhands/events/observation/files.py,8,214,48,262,True
enterprise/storage/saas_conversation_store.py,7,250,11,261,True
openhands/server/services/github_service.py,6,200,61,261,False
opendevin/controller/action_manager.py,16,83,178,261,False
.github/workflows/py-tests.yml,13,151,109,260,True
frontend/__tests__/components/features/home/task-suggestions.test.tsx,8,195,65,260,True
frontend/src/components/features/conversation/metrics-modal.tsx,2,130,130,260,False
docs/i18n/fr/docusaurus-plugin-content-docs/current/usage/runtimes/docker.md,3,130,130,260,False
docs/i18n/pt-BR/docusaurus-plugin-content-docs/current/usage/runtimes/docker.md,3,130,130,260,False
tests/integration/mock/server_runtime/BrowsingAgent/test_browse_internet/prompt_002.log,2,130,130,260,False
frontend/src/mocks/mock-ws-helpers.ts,7,257,2,259,True
enterprise/migrations/versions/076_add_v1_tables.py,1,259,0,259,True
opendevin/events/action/files.py,8,74,185,259,False
frontend/src/routes/secrets-settings.tsx,9,200,58,258,True
frontend/src/types/v1/type-guards.ts,10,245,13,258,True
evaluation/benchmarks/swe_bench/scripts/eval/convert_oh_output_to_md.py,5,239,19,258,True
tests/unit/test_response_parsing.py,10,129,129,258,False
evaluation/bird/README.md,9,214,44,258,False
frontend/src/services/settings.test.ts,8,191,67,258,False
opendevin/server/session/manager.py,14,164,94,258,False
frontend/src/api/open-hands.types.ts,43,203,54,257,True
enterprise/server/routes/event_webhook.py,4,249,8,257,True
frontend/src/components/chat/ChatMessage.test.tsx,6,229,28,257,False
enterprise/tests/unit/test_proactive_conversation_starters.py,3,181,75,256,True
openhands/app_server/services/jwt_service.py,2,252,4,256,True
frontend/src/utils/status.ts,10,213,43,256,True
docs/modules/usage/prompting/microagents-syntax.md,2,128,128,256,False
tests/integration/mock/server_runtime/PlannerAgent/test_write_simple_script/prompt_010.log,3,2,254,256,False
tests/integration/mock/PlannerAgent/test_write_simple_script/prompt_010.log,3,254,2,256,False
docs/usage/how-to/headless-mode.mdx,26,99,156,255,False
evaluation/swe_bench/scripts/eval/update_output_with_eval.py,4,226,29,255,False
enterprise/storage/jira_integration_store.py,2,251,3,254,True
frontend/__tests__/components/modals/microagents/microagent-modal.test.tsx,8,127,127,254,False
frontend/tests/redirect.spec.ts,7,127,127,254,False
docs/usage/faqs.mdx,7,127,127,254,False
enterprise/tests/unit/test_org_member_store.py,1,253,0,253,True
frontend/src/components/features/payment/payment-form.tsx,13,170,82,252,True
tests/unit/test_long_term_memory.py,2,0,252,252,False
tests/integration/mock/server_runtime/BrowsingAgent/test_browse_internet/prompt_001.log,2,126,126,252,False
enterprise/storage/linear_integration_store.py,1,251,0,251,True
openhands/server/routes/public.py,17,165,85,250,True
tests/unit/controller/test_is_stuck.py,2,246,4,250,True
openhands-cli/tests/settings/test_settings_workflow.py,4,36,214,250,False
docs/i18n/zh-Hans/docusaurus-plugin-content-docs/current/usage/runtimes/docker.md,3,125,125,250,False
docs/src/components/HomepageHeader/HomepageHeader.tsx,21,125,125,250,False
frontend/src/components/features/microagent-management/microagent-management-repositories.tsx,7,174,75,249,True
tests/runtime/test_runtime_resource.py,3,182,67,249,True
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/how-to/custom-sandbox-guide.md,4,124,124,248,False
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/prompting/microagents-public.md,5,124,124,248,False
opendevin/memory/memory.py,6,126,122,248,False
frontend/src/types/settings.ts,31,158,89,247,True
frontend/src/utils/settings-utils.ts,14,170,77,247,True
tests/integration/mock/CodeActAgent/{test_edits/prompt_005.log => test_write_simple_script/prompt_003.log},1,131,116,247,False
frontend/src/components/features/controls/tools-context-menu.tsx,3,203,43,246,True
tests/unit/cli/test_cli_thought_order.py,1,0,246,246,False
tests/unit/test_file_conversation_store.py,8,224,22,246,False
evaluation/benchmarks/swe_bench/scripts/eval/update_output_with_eval.py,5,144,102,246,True
openhands/agenthub/codeact_swe_agent/codeact_swe_agent.py,6,10,236,246,False
frontend/src/components/features/chat/chat-message.tsx,22,143,102,245,True
tests/unit/test_local_runtime.py,1,245,0,245,False
openhands-cli/tests/commands/test_confirm_command.py,2,122,122,244,False
openhands/server/settings_validation.py,2,122,122,244,False
docs/i18n/pt-BR/docusaurus-plugin-content-docs/current/usage/how-to/custom-sandbox-guide.md,4,122,122,244,False
openhands/linter/linter.py,3,122,122,244,False
opendevin/runtime/plugins/agent_skills/file_reader/file_readers.py,1,244,0,244,False
openhands/runtime/plugins/jupyter/__init__.py,15,174,69,243,True
enterprise/tests/unit/integrations/jira_dc/conftest.py,1,243,0,243,True
opendevin/runtime/docker/local_box.py,10,42,201,243,False
enterprise/storage/api_key_store.py,5,225,17,242,True
enterprise/tests/unit/test_stripe_service_db.py,3,217,25,242,True
.github/workflows/e2e-tests.yml,8,235,7,242,True
openhands/utils/ensure_httpx_close.py,4,121,121,242,False
tests/integration/mock/eventstream_runtime/ManagerAgent/test_simple_task_rejection/prompt_004.log,8,121,121,242,False
docs/modules/python/opendevin/agent.md,2,121,121,242,False
docs/modules/python/opendevin/controller/agent.md,2,121,121,242,False
frontend/src/routes/_index/task-form.tsx,3,227,14,241,False
evaluation/swe_bench/scripts/eval_infer.sh,12,191,50,241,False
agenthub/codeact_agent/action_parser.py,7,211,30,241,False
frontend/src/hooks/use-create-conversation-and-subscribe-multiple.ts,7,218,22,240,True
frontend/src/components/features/home/shared/generic-dropdown-menu.tsx,5,187,53,240,True
openhands/runtime/__init__.py,17,169,71,240,True
frontend/src/api/github-axios-instance.ts,4,120,120,240,False
tests/unit/test_agents.py,7,126,113,239,False
frontend/__tests__/hooks/use-select-conversation-tab.test.ts,1,238,0,238,True
openhands/events/observation/commands.py,14,212,26,238,True
openhands/storage/data_models/user_secrets.py,11,201,37,238,False
openhands-ui/components/toast/Toast.tsx,3,185,52,237,True
opendevin/controller/stuck.py,1,237,0,237,False
tests/unit/llm/test_litellm_proxy_model_parsing.py,1,236,0,236,True
enterprise/experiments/experiment_versions/_004_condenser_max_step_experiment.py,3,234,2,236,True
tests/unit/resolver/{ => github}/test_send_pull_request.py,1,140,96,236,False
frontend/src/routes/_oh.app/hooks/use-ws-status-change.ts,9,118,118,236,False
tests/integration/mock/PlannerAgent/test_edits/prompt_001.log,8,118,118,236,False
docs/usage/installation.mdx,9,38,197,235,False
tests/unit/test_batched_web_hook.py,1,235,0,235,False
tests/integration/mock/server_runtime/PlannerAgent/test_write_simple_script/prompt_009.log,2,1,234,235,False
agenthub/codeact_agent/user_prompt.j2,2,233,2,235,False
tests/integration/mock/PlannerAgent/test_write_simple_script/prompt_009.log,2,234,1,235,False
frontend/__tests__/conversation-local-storage.test.ts,3,233,1,234,True
frontend/__tests__/components/features/home/git-repo-dropdown.test.tsx,1,234,0,234,True
frontend/src/components/features/home/git-provider-dropdown/git-provider-dropdown.tsx,6,227,7,234,True
openhands/core/config/arg_utils.py,3,232,1,233,True
openhands-cli/tests/commands/test_new_command.py,3,66,167,233,False
frontend/__tests__/posthog-tracking.test.tsx,1,233,0,233,True
tests/unit/test_llm_draft_config.py,5,169,64,233,False
frontend/src/api/conversation-service/v1-conversation-service.types.ts,11,199,33,232,True
frontend/src/routes/vscode-tab.tsx,11,165,67,232,True
enterprise/integrations/linear/linear_view.py,3,229,3,232,True
enterprise/tests/unit/test_gitlab_callback_processor.py,1,232,0,232,True
frontend/__tests__/components/feedback-form.test.tsx,9,150,82,232,True
.github/workflows/review-pr.yml,14,116,116,232,False
tests/integration/mock/ManagerAgent/test_simple_task_rejection/prompt_007.log,3,116,116,232,False
frontend/src/components/features/home/tasks/task-card.tsx,14,166,65,231,True
enterprise/integrations/jira_dc/jira_dc_view.py,3,228,3,231,True
microagents/README.md,6,184,47,231,False
tests/unit/test_config_extended.py,3,201,30,231,False
enterprise/server/maintenance_task_processor/README.md,2,228,2,230,True
build_vscode.py,3,115,115,230,False
tests/unit/resolver/test_issue_handler_factory.py,4,193,37,230,True
openhands-cli/openhands_cli/tui/settings/store.py,6,115,115,230,False
frontend/src/components/common/react-select-styles.ts,3,115,115,230,False
docs/modules/usage/how-to/github-action.md,13,141,89,230,False
opendevin/core/logger.py,20,140,90,230,False
opendevin/security/invariant/analyzer.py,2,218,12,230,False
frontend/src/components/v1/chat/event-content-helpers/get-event-content.tsx,7,221,8,229,True
openhands/integrations/github/service/resolver.py,2,227,2,229,True
frontend/__tests__/components/feedback-actions.test.tsx,7,157,72,229,True
opendevin/runtime/server/files.py,6,187,42,229,False
frontend/src/types/core/observations.ts,25,200,28,228,True
openhands-cli/tests/settings/test_mcp_settings_reconciliation.py,2,114,114,228,False
frontend/src/hooks/use-websocket.ts,3,210,18,228,True
docs/usage/{mcp.mdx => settings/mcp-settings.mdx},1,89,139,228,False
openhands/events/observation/browse.py,11,120,108,228,True
evaluation/logic_reasoning/logic_inference.py,3,224,4,228,False
openhands/agenthub/codeact_agent/tools/bash.py,16,158,69,227,True
frontend/__tests__/router.md,1,227,0,227,True
evaluation/benchmarks/swe_bench/scripts/eval_localization.sh,1,227,0,227,True
frontend/src/components/features/settings/secrets-settings/secret-form.tsx,5,215,12,227,True
openhands-cli/openhands.spec,4,113,113,226,False
scripts/update_openapi.py,1,226,0,226,True
frontend/src/components/modals/AccountSettingsModal.tsx,7,183,43,226,False
tests/unit/linters/test_treesitter_linter.py,2,113,113,226,False
frontend/src/components/features/auth/login-content.tsx,4,216,9,225,True
tests/unit/agenthub/test_str_replace_editor_tool.py,1,225,0,225,True
openhands/runtime/utils/git_changes.py,3,209,16,225,True
tests/integration/mock/server_runtime/PlannerAgent/test_write_simple_script/prompt_008.log,2,1,224,225,False
tests/integration/mock/PlannerAgent/test_write_simple_script/prompt_008.log,2,224,1,225,False
.github/workflows/cli-build-test.yml,4,112,112,224,False
docs/i18n/pt-BR/docusaurus-plugin-content-docs/current/usage/llms/llms.md,5,112,112,224,False
docs/architecture/backend_architecture.puml,2,223,1,224,False
openhands/integrations/forgejo/service/base.py,2,222,1,223,True
openhands/integrations/azure_devops/service/features.py,1,223,0,223,True
openhands-ui/components/input/Input.tsx,2,166,57,223,True
opendevin/runtime/plugins/agent_skills/aider/linter.py,1,223,0,223,False
opendevin/plan.py,6,212,11,223,False
openhands/integrations/vscode/package.json,3,111,111,222,False
docs/usage/architecture/runtime.mdx,3,43,179,222,False
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/intro.mdx,4,111,111,222,False
frontend/src/components/features/home/tasks/get-prompt-for-query.ts,3,111,111,222,False
evaluation/benchmarks/tau_bench/run_infer.py,1,221,0,221,True
docs/modules/usage/cloud/cloud-api.md,6,199,22,221,False
openhands/app_server/app_conversation/git_app_conversation_service.py,5,192,28,220,False
docs/generate-swagger-ui.js,3,110,110,220,False
frontend/src/components/Jupyter.tsx,7,174,46,220,False
frontend/src/routes/_index/route.tsx,4,212,8,220,False
frontend/src/components/features/conversation/conversation-tabs/conversation-tab-content/conversation-tab-content.tsx,7,100,119,219,True
openhands/agenthub/codeact_agent/prompts/system_prompt.j2,24,163,56,219,True
enterprise/tests/unit/integrations/linear/conftest.py,1,219,0,219,True
tests/runtime/test_port_locking_fix.py,1,219,0,219,True
openhands/agenthub/codeact_agent/prompts/default/user_prompt.j2,1,0,219,219,False
openhands-cli/openhands_cli/tui/status.py,2,109,109,218,False
docs/usage/architecture/backend.mdx,2,81,137,218,False
docs/usage/cloud/slack-installation.mdx,13,109,109,218,False
enterprise/tests/unit/solvability/test_classifier.py,1,218,0,218,True
docs/i18n/fr/docusaurus-plugin-content-docs/current/usage/about.md,12,109,109,218,False
docs/i18n/zh-Hans/docusaurus-plugin-content-docs/current/usage/about.md,12,109,109,218,False
frontend/__tests__/routes/_oh.app.test.tsx,10,109,109,218,False
openhands/events/action/agent.py,11,189,28,217,True
tests/unit/test_user_microagents.py,1,217,0,217,False
docs/modules/usage/micro-agents.md,2,215,2,217,False
tests/integration/mock/server_runtime/PlannerAgent/test_write_simple_script/prompt_007.log,2,1,216,217,False
tests/integration/mock/PlannerAgent/test_write_simple_script/prompt_007.log,2,216,1,217,False
docs/usage/mcp.mdx,5,182,34,216,False
evaluation/regression/README.md,9,99,117,216,False
opendevin/lib/command_manager.py,4,108,108,216,False
frontend/__tests__/components/chat/expandable-message.test.tsx,10,179,36,215,True
openhands/runtime/plugins/vscode/__init__.py,13,186,29,215,True
frontend/src/components/features/chat/chat-input.tsx,10,35,180,215,False
opendevin/controller/command_manager.py,11,144,71,215,False
openhands-cli/tests/test_exit_session_confirmation.py,2,107,107,214,False
evaluation/benchmarks/gaia/run_infer.py,20,156,58,214,True
frontend/src/routes/_oh.app/hooks/use-handle-runtime-active.ts,9,113,101,214,False
docs/modules/usage/prompting-best-practices.md,5,107,107,214,False
opendevin/runtime/utils/bash.py,3,133,81,214,False
evaluation/SWE-bench/scripts/prepare_devin_outputs_for_evaluation.py,5,107,107,214,False
frontend/src/hooks/query/use-user-repositories.ts,12,127,86,213,True
tests/unit/test_cli_openhands_provider_auth_error.py,2,209,4,213,False
openhands/agenthub/codeact_agent/tools/task_tracker.py,3,211,1,212,True
openhands/server/conversation_manager/conversation_manager.py,18,190,22,212,True
openhands-cli/tests/test_session_prompter.py,2,106,106,212,False
docs/i18n/zh-Hans/docusaurus-plugin-content-docs/current/usage/troubleshooting/windows.md,4,106,106,212,False
evaluation/swe_bench/examples/example_model_output.json,2,182,30,212,False
frontend/__tests__/utils/handle-event-for-ui.test.ts,3,210,1,211,True
openhands/runtime/mcp/proxy/manager.py,5,184,27,211,True
openhands/agenthub/dummy_agent/agent.py,10,91,119,210,True
openhands/llm/async_llm.py,16,175,35,210,True
openhands/runtime/utils/async_bash.py,6,105,105,210,False
docs/i18n/fr/docusaurus-plugin-content-docs/current/usage/runtimes.md,24,105,105,210,False
enterprise/tests/unit/conftest.py,4,181,28,209,True
frontend/src/utils/__tests__/status.test.ts,1,209,0,209,False
evaluation/utils/scripts/aggregate_token_usage.py,1,209,0,209,True
docs/modules/usage/runtimes/docker.md,6,168,41,209,False
frontend/__tests__/components/features/auth/login-content.test.tsx,2,206,2,208,True
openhands/security/grayswan/analyzer.py,2,205,3,208,True
frontend/src/components/features/controls/agent-status.tsx,13,168,40,208,True
frontend/.eslintrc,20,143,65,208,True
frontend/src/components/features/chat/task-tracking-observation-content.tsx,3,114,94,208,True
enterprise/storage/auth_token_store.py,1,208,0,208,True
.github/workflows/deploy-docs.yml,15,104,104,208,False
docs/modules/usage/llms/openai-llms.md,10,117,91,208,False
enterprise/downgrade_migrated_users.py,2,207,0,207,True
dev_config/python/.pre-commit-config.yaml,26,136,71,207,True
openhands/integrations/gitlab/service/features.py,1,207,0,207,True
.github/workflows/py-unit-tests.yml,24,86,121,207,False
openhands/storage/conversation/conversation_store.py,15,139,68,207,True
evaluation/swe_bench/scripts/run_infer.sh,19,162,45,207,False
frontend/src/components/features/diff-viewer/file-diff-viewer.tsx,4,201,5,206,True
tests/unit/test_state_metrics_exposure.py,2,206,0,206,True
frontend/src/components/features/settings/mcp-settings/mcp-config-editor.tsx,5,103,103,206,False
docs/i18n/zh-Hans/docusaurus-plugin-content-docs/current/usage/runtimes.md,24,103,103,206,False
frontend/src/services/api.ts,8,103,103,206,False
evaluation/ml_bench/README.md,8,162,44,206,False
tests/integration/mock/server_runtime/PlannerAgent/test_write_simple_script/prompt_001.log,3,103,103,206,False
evaluation/regression/cases/client-server/outputs/langchains_agent/logs.txt,1,0,206,206,False
agent/regression/cases/client-server/logs.txt,1,206,0,206,False
enterprise/server/routes/email.py,4,191,14,205,True
tests/unit/cli/test_cli_openhands_provider_auth_error.py,1,0,205,205,False
enterprise/tests/unit/integrations/gitlab/test_gitlab_service.py,1,204,0,204,True
openhands-cli/openhands_cli/tui/tui.py,4,102,102,204,False
openhands-cli/openhands_cli/user_actions/agent_action.py,4,102,102,204,False
evaluation/benchmarks/multi_swe_bench/scripts/rollout_multi_swegym.sh,3,192,12,204,True
openhands/runtime/utils/command.py,17,143,61,204,True
frontend/__tests__/components/file-operations.test.tsx,5,102,102,204,False
openhands/storage/conversation/file_conversation_store.py,24,163,41,204,True
tests/unit/test_settings.py,8,151,53,204,False
tests/unit/test_message_serialization.py,6,187,17,204,False
frontend/src/mocks/settings-handlers.ts,4,178,25,203,True
frontend/src/components/features/git/git-repo-selector.tsx,1,0,203,203,False
agenthub/delegator_agent/agent.py,15,143,60,203,False
docs/guides/LocalLLMs.md,7,169,34,203,False
openhands/integrations/gitlab/service/base.py,3,190,12,202,True
README_JA.md,18,101,101,202,False
tests/unit/resolver/gitlab/test_gitlab_guess_success.py,1,202,0,202,True
tests/runtime/trajs/basic.json,1,202,0,202,True
openhands/runtime/plugins/agent_skills/utils/aider/LICENSE.txt,1,0,202,202,False
opendevin/runtime/plugins/agent_skills/utils/aider/LICENSE.txt,1,202,0,202,False
opendevin/runtime/plugins/agent_skills/aider/LICENSE.txt,1,202,0,202,False
tests/runtime/test_images.py,10,144,57,201,False
frontend/src/services/auth.test.ts,4,111,90,201,False
enterprise/tests/unit/test_saas_conversation_store.py,3,184,16,200,True
frontend/src/components/features/home/recent-conversations/recent-conversation.tsx,3,139,61,200,True
evaluation/benchmarks/the_agent_company/scripts/run_infer.sh,7,186,14,200,True
frontend/__tests__/components/features/home/home-header.test.tsx,12,128,72,200,True
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/custom_sandbox_guide.md,3,100,100,200,False
frontend/src/components/features/github/github-repositories-suggestion-box.tsx,10,105,95,200,False
frontend/src/components/shared/download-progress.tsx,3,100,100,200,False
frontend/src/routes/oauth.github.callback.tsx,9,100,100,200,False
openhands/server/routes/auth.py,2,100,100,200,False
openhands/linter/languages/python.py,3,100,100,200,False
frontend/__tests__/components/chat/ChatMessage.test.tsx,1,0,200,200,False
frontend/src/components/terminal/Terminal.test.tsx,7,166,34,200,False
enterprise/integrations/gitlab/webhook_installation.py,1,199,0,199,True
frontend/src/components/features/settings/git-settings/gitlab-webhook-manager.tsx,1,199,0,199,True
frontend/src/components/features/chat/event-content-helpers/get-observation-content.ts,8,185,14,199,True
tests/unit/integrations/github/test_github_service.py,5,195,4,199,True
frontend/src/components/features/chat/event-content-helpers/get-action-content.ts,5,171,28,199,True
evaluation/benchmarks/algotune/adapter/template/test_outputs.py,1,199,0,199,True
tests/runtime/test_replay.py,6,178,21,199,True
frontend/src/components/feedback-form.tsx,5,165,34,199,False
frontend/src/services/chatService.ts,19,106,93,199,False
frontend/__tests__/components/features/chat/task-tracking-observation-content.test.tsx,3,167,31,198,True
openhands/agenthub/codeact_agent/tools/browser.py,7,188,10,198,True
frontend/src/components/features/conversation/conversation-tabs/conversation-tabs-context-menu.tsx,3,143,55,198,True
tests/unit/runtime/test_runtime_git_tokens.py,3,162,36,198,True
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/how-to/headless-mode.md,14,99,99,198,False
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/key-features.md,5,99,99,198,False
.github/workflows/py-unit-tests-mac.yml,4,99,99,198,False
docs/i18n/fr/docusaurus-plugin-content-docs/current/usage/troubleshooting/windows.md,4,99,99,198,False
tests/integration/mock/server_runtime/PlannerAgent/test_write_simple_script/prompt_006.log,2,1,197,198,False
frontend/src/hooks/useTypingEffect.ts,7,99,99,198,False
enterprise/tests/unit/test_conversation_callback_processor.py,2,196,1,197,True
openhands/runtime/README.md,10,179,18,197,True
frontend/__tests__/components/features/maintenance/maintenance-banner.test.tsx,4,158,39,197,True
openhands/agenthub/planner_agent/prompt.py,3,3,194,197,False
enterprise/server/middleware.py,8,192,4,196,True
frontend/__tests__/components/features/conversation/conversation-tabs.test.tsx,2,195,1,196,True
evaluation/benchmarks/bfcl/run_infer.py,1,196,0,196,True
frontend/src/components/features/conversation/conversation-tabs.tsx,2,98,98,196,False
frontend/__tests__/components/event-message.test.tsx,2,194,2,196,True
docs/src/pages/index.tsx,12,98,98,196,False
evaluation/benchmarks/testgeneval/scripts/docker/all-swebench-lite-instance-images.txt,1,196,0,196,True
opendevin/controller.py,6,98,98,196,False
frontend/__tests__/components/v1/chat/hooks/use-plan-preview-events.test.ts,1,195,0,195,True
frontend/__tests__/components/features/waitlist/email-verification-modal.test.tsx,2,191,4,195,True
openhands/integrations/azure_devops/service/branches.py,1,195,0,195,True
frontend/src/components/features/chat/microagent/microagent-status-toast.tsx,2,194,1,195,True
opendevin/runtime/plugins/swe_agent_commands/defaults.sh,1,0,195,195,False
opendevin/sandbox/plugins/swe_agent_commands/defaults.sh,1,195,0,195,False
openhands/agenthub/loc_agent/tools/explore_structure.py,3,193,1,194,True
enterprise/server/config.py,3,194,0,194,True
openhands/integrations/vscode/DEVELOPMENT.md,2,97,97,194,False
docs/i18n/fr/docusaurus-plugin-content-docs/current/usage/mcp.md,3,97,97,194,False
docs/i18n/ja/docusaurus-plugin-content-docs/current/usage/mcp.md,3,97,97,194,False
docs/i18n/pt-BR/docusaurus-plugin-content-docs/current/usage/mcp.md,3,97,97,194,False
docs/i18n/zh-Hans/docusaurus-plugin-content-docs/current/usage/mcp.md,3,97,97,194,False
tests/unit/resolver/gitlab/test_gitlab_pr_title_escaping.py,5,180,14,194,True
openhands/server/config/openhands_config.py,8,97,97,194,False
frontend/src/components/modals/feedback/FeedbackModal.test.tsx,1,194,0,194,False
opendevin/events/action/github.py,4,16,178,194,False
enterprise/tests/unit/storage/test_device_code_store.py,1,193,0,193,True
containers/app/entrypoint.sh,16,133,60,193,True
evaluation/aider_bench/README.md,7,144,49,193,False
frontend/__tests__/components/modals/feeback/FeedbackModal.test.tsx,1,0,193,193,False
frontend/src/components/features/microagent-management/microagent-management-view-microagent-content.tsx,6,122,70,192,True
openhands/utils/http_session.py,10,139,53,192,True
docs/usage/cloud/github-installation.mdx,9,69,123,192,False
docs/i18n/pt-BR/docusaurus-plugin-content-docs/current/usage/troubleshooting/troubleshooting.md,4,96,96,192,False
